Decade,ID,Name,Location,lat,lng,Start Year,End Year,ImageUrl,Url,Hotttnesss,HotttnessRank,Primary_Genre,Genre2,Genre3,Genre4,Genre5,Genre6,Genre7,Genre8,Genre9,Genre10,Genre11,Genre12,Familiarity,FamiliarityRank,Discovery,DiscoveryRank,Similar1ID,Similar1ID,Similar1Name,Similar2ID,Similar2Name,Similar3ID,Similar3Name
1850-1860,ARHPMTT11E2835D684,Mormon Tabernacle Choir,"Salt Lake City, Utah",-111.891,40.7608,1847,2050,b519b746dd6b62f4b42a5881fd591c9e04b853b3.jpg,http://www.mormontabernaclechoir.org/,0.641852,2970,lds,christian christmas,,,,,,,,,,,0.483986,13204,0.546780793,3238,,ARGTEKB1187B9B7A65,Michael Mclean,ARKFUGK1187B9AC8EA,Kenneth Cope,AR4X76R1187FB42D41,Jenny Phillips
1850-1860,ARZCCGX11F4C83D6DE,Tomaso Albinoni,"Venice, Italy",12.3309,45.4389,1694,1751,d13868304b903ced2371bc14d5e05240a43cf1c2.jpg,http://www.myspace.com/tomasoalbinoni,0.622895,3765,classical,baroque,romantic,,,,,,,,,,0.425689,28276,0.575646063,2000,,ARANBBZ11F50C4AABA,Albinoni,ARF88YF1187FB5C95D,Tomaso Giovanni Albinoni,ARDI1X71187B9AED85,Antonio Vivaldi
1850-1860,AR8KUJL1187FB46AD6,Franz Liszt,"Raiding, Austria",16.5303,47.5562,1823,1886,a13888f83f05b60b04c5ac5d34486b4afb8e0557.jpg,http://en.wikipedia.org/wiki/Franz_Liszt,0.622255,3803,romantic,classical,classical christmas,,,,,,,,,,0.646777,1585,0.410760754,102512,,ARWSRGX1187B9A00B5,Franz Schubert,ARPSZEW1187FB48350,Camille Saint-Saens,ARMCO231187FB36036,Johannes Brahms
1850-1860,AR8UYYT1187FB36431,Christoph Willibald Gluck,"Berching, Germany",11.4414,49.1069,1737,1787,ccf504aaea0388d64976b3dab0ab2e9f4f97b98d.jpg,http://www.myspace.com/christophwillibaldvongluck,0.611185,4550,baroque,classical christmas,classical period,classical,romantic,,,,,,,,0.564049,4893,0.462491468,36821,,AROO8NE1187FB49630,Luigi Boccherini,ARWEAFP12DA0D160D2,GLUCK,AR9HW5Q1187FB37C02,Giovanni Battista Pergolesi
1850-1860,ARPSAX91187B9940E1,Edvard Grieg,"Bergen, Norway",5.328,60.392,1858,1907,5a434b6894d4e48995866aa31fa4f726e5773fa5.jpg,http://www.mnc.net/norway/EHG.htm,0.610757,4586,classical,romantic,classical christmas,,,,,,,,,,0.636533,1834,0.410490055,103103,,ARPSZEW1187FB48350,Camille Saint-Saens,ARVE38S1187B98C8F4,Antonin Dvoak,ARKR2ZM1187FB48108,Bed?ich Smetana
1850-1860,AR86HR51187FB5BECF,Johann Pachelbel,"Nuremberg, Germany",11.0775,49.4542,1672,1706,27e8994ea4dbea61f8e07835fc362e73553e52ec.jpg,http://en.wikipedia.org/wiki/johann_pachelbel,0.60363,5229,classical christmas,baroque,classical,romantic,,,,,,,,,0.577793,4067,0.447069262,53088,,AR6N6EP1187B9B37CB,Georg Philipp Telemann,ARDI1X71187B9AED85,Antonio Vivaldi,ARSPLZD11F4C83BC8C,Franz Joseph Haydn
1850-1860,ARRKD8Q1187FB49555,Felix Mendelssohn,"Berlin, Germany",13.383151,52.494546,1819,1847,26c5589f0d075be87cdcf66ebd3bdab0fe7e9138.jpg,http://en.wikipedia.org/wiki/Felix_Mendelssohn,0.603263,5269,classical christmas,romantic,classical,,,,,,,,,,0.651268,1494,0.39504932,135475,,ARMCO231187FB36036,Johannes Brahms,ARWSRGX1187B9A00B5,Franz Schubert,ARRUQPD11F4C83E2C0,Brahms
1850-1860,ARI28UN1187FB50184,Charles Gounod,"Paris, France",2.324382,48.864702,1839,1893,2463e7119936cf1d19e5c8eb7644fe3f0fa32237.jpg,http://www.charles-gounod.com/,0.602244,5354,romantic,classical,baroque,,,,,,,,,,0.485302,12983,0.512078799,8316,,AR7VQRW1187B9ACADC,Jules Massenet,AR70VBM1187B9AE4CE,Leo Delibes,ARYNLM31187B9B1F18,Jacques Offenbach
1860-1870,ARWCAKO1187FB38932,Wolfgang Amadeus Mozart,"Salzburg, Salzburg, AT",13.0477,47.7972,1764,1791,2e7d4f7373412a29da4fa6ae4732396168662f9f.jpg,http://en.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart,0.690829,1759,classical christmas,classical,romantic,classical period,,,,,,,,,0.726453,471,0.390536267,147774,,AR005TP1187B9B9A20,Amadeus Mozart,ARVFIOO1187FB39078,Johann Sebastian Bach,ARIGDQZ1187FB44FAB,Ludwig van Beethoven
1860-1870,AR5V9Y81187FB57DBA,Frederic Chopin,"Zelazowa Wola, Masovian, PL",103.7563,1.4764,1817,1849,0d17d03be762777bab45a3fdd9e9104ef9ad16cc.jpg,http://www.myspace.com/frederic_chopin,0.653217,2627,classical,romantic,classical christmas,,,,,,,,,,0.701149,724,0.389218055,151317,,ARSHZHP11F33DFFFFA,Chopin,ARPSAX91187B9940E1,Edvard Grieg,ARIGDQZ1187FB44FAB,Ludwig van Beethoven
1860-1870,ARHPMTT11E2835D684,Mormon Tabernacle Choir,"Salt Lake City, Utah",-111.891,40.7608,1847,2050,b519b746dd6b62f4b42a5881fd591c9e04b853b3.jpg,http://www.mormontabernaclechoir.org/,0.641852,2970,lds,christian christmas,,,,,,,,,,,0.483986,13204,0.546780793,3238,,ARGTEKB1187B9B7A65,Michael Mclean,ARKFUGK1187B9AC8EA,Kenneth Cope,AR4X76R1187FB42D41,Jenny Phillips
1860-1870,AROU14811C8A423BC1,Pyotr Ilyich Tchaikovsky,"Votkinsk, Udmurtia Republic, RU",53.9872,57.0486,1865,1893,0d779eb9b65a5f1351d6ecbd6a222dba7a74fbb6.jpg,http://en.wikipedia.org/wiki/Pyotr_Ilyich_Tchaikovsky,0.636617,3158,romantic,classical christmas,classical,,,,,,,,,,0.696797,767,0.382638678,168149,,ARVE38S1187B98C8F4,Antonin Dvoak,AROJANS11F4C83B4FC,Sergei Rachmaninoff,ARPSAX91187B9940E1,Edvard Grieg
1860-1870,ARZCCGX11F4C83D6DE,Tomaso Albinoni,"Venice, Italy",12.3309,45.4389,1694,1751,d13868304b903ced2371bc14d5e05240a43cf1c2.jpg,http://www.myspace.com/tomasoalbinoni,0.622895,3765,classical,baroque,romantic,,,,,,,,,,0.425689,28276,0.575646063,2000,,ARANBBZ11F50C4AABA,Albinoni,ARF88YF1187FB5C95D,Tomaso Giovanni Albinoni,ARDI1X71187B9AED85,Antonio Vivaldi
1860-1870,AR8KUJL1187FB46AD6,Franz Liszt,"Raiding, Austria",16.5303,47.5562,1823,1886,a13888f83f05b60b04c5ac5d34486b4afb8e0557.jpg,http://en.wikipedia.org/wiki/Franz_Liszt,0.622255,3803,romantic,classical,classical christmas,,,,,,,,,,0.646777,1585,0.410760754,102512,,ARWSRGX1187B9A00B5,Franz Schubert,ARPSZEW1187FB48350,Camille Saint-Saens,ARMCO231187FB36036,Johannes Brahms
1860-1870,AR8UYYT1187FB36431,Christoph Willibald Gluck,"Berching, Germany",11.4414,49.1069,1737,1787,ccf504aaea0388d64976b3dab0ab2e9f4f97b98d.jpg,http://www.myspace.com/christophwillibaldvongluck,0.611185,4550,baroque,classical christmas,classical period,classical,romantic,,,,,,,,0.564049,4893,0.462491468,36821,,AROO8NE1187FB49630,Luigi Boccherini,ARWEAFP12DA0D160D2,GLUCK,AR9HW5Q1187FB37C02,Giovanni Battista Pergolesi
1860-1870,ARPSAX91187B9940E1,Edvard Grieg,"Bergen, Norway",5.328,60.392,1858,1907,5a434b6894d4e48995866aa31fa4f726e5773fa5.jpg,http://www.mnc.net/norway/EHG.htm,0.610757,4586,classical,romantic,classical christmas,,,,,,,,,,0.636533,1834,0.410490055,103103,,ARPSZEW1187FB48350,Camille Saint-Saens,ARVE38S1187B98C8F4,Antonin Dvoak,ARKR2ZM1187FB48108,Bed?ich Smetana
1860-1870,AR8QG151187B9A0E57,Richard Strauss,"Munich, Germany",11.571,48.1345,1864,1949,44f3fc5c0d099b98b1539ef942d51c3cf895e316.jpg,http://www.richardstrauss.at/,0.608585,4764,romantic,classical,,,,,,,,,,,0.626202,2099,0.416372792,92818,,ARHN26L1187FB4D343,Gustav Mahler,ARLF4MK1187B9B40CC,Carl Maria von Weber,ARFJW6J1187FB400B1,Jean Sibelius
1860-1870,ARL1OBP1187B9B09E1,Gabriel Faure,"Pamiers, France",1.6108,43.1164,1866,1924,e98eb7c80d664016cf8e04f0ab66603e7037be56.jpg,http://www.last.fm/music/Gabriel+Faur%C3%A9,0.604143,5181,classical,romantic,,,,,,,,,,,0.612865,2551,0.422732027,83777,,ARJPFPC11F4C83D785,Gabriel Urbain Faure,ARHPAIA11F4C841DF4,Faure,ARPSZEW1187FB48350,Camille Saint-Saens
1870-1880,ARWCAKO1187FB38932,Wolfgang Amadeus Mozart,"Salzburg, Salzburg, AT",13.0477,47.7972,1764,1791,2e7d4f7373412a29da4fa6ae4732396168662f9f.jpg,http://en.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart,0.690829,1759,classical christmas,classical,romantic,classical period,,,,,,,,,0.726453,471,0.390536267,147774,,AR005TP1187B9B9A20,Amadeus Mozart,ARVFIOO1187FB39078,Johann Sebastian Bach,ARIGDQZ1187FB44FAB,Ludwig van Beethoven
1870-1880,AR5V9Y81187FB57DBA,Frederic Chopin,"Zelazowa Wola, Masovian, PL",103.7563,1.4764,1817,1849,0d17d03be762777bab45a3fdd9e9104ef9ad16cc.jpg,http://www.myspace.com/frederic_chopin,0.653217,2627,classical,romantic,classical christmas,,,,,,,,,,0.701149,724,0.389218055,151317,,ARSHZHP11F33DFFFFA,Chopin,ARPSAX91187B9940E1,Edvard Grieg,ARIGDQZ1187FB44FAB,Ludwig van Beethoven
1870-1880,ARHPMTT11E2835D684,Mormon Tabernacle Choir,"Salt Lake City, Utah",-111.891,40.7608,1847,2050,b519b746dd6b62f4b42a5881fd591c9e04b853b3.jpg,http://www.mormontabernaclechoir.org/,0.641852,2970,lds,christian christmas,,,,,,,,,,,0.483986,13204,0.546780793,3238,,ARGTEKB1187B9B7A65,Michael Mclean,ARKFUGK1187B9AC8EA,Kenneth Cope,AR4X76R1187FB42D41,Jenny Phillips
1870-1880,AROU14811C8A423BC1,Pyotr Ilyich Tchaikovsky,"Votkinsk, Udmurtia Republic, RU",53.9872,57.0486,1865,1893,0d779eb9b65a5f1351d6ecbd6a222dba7a74fbb6.jpg,http://en.wikipedia.org/wiki/Pyotr_Ilyich_Tchaikovsky,0.636617,3158,romantic,classical christmas,classical,,,,,,,,,,0.696797,767,0.382638678,168149,,ARVE38S1187B98C8F4,Antonin Dvoak,AROJANS11F4C83B4FC,Sergei Rachmaninoff,ARPSAX91187B9940E1,Edvard Grieg
1870-1880,ARZCCGX11F4C83D6DE,Tomaso Albinoni,"Venice, Italy",12.3309,45.4389,1694,1751,d13868304b903ced2371bc14d5e05240a43cf1c2.jpg,http://www.myspace.com/tomasoalbinoni,0.622895,3765,classical,baroque,romantic,,,,,,,,,,0.425689,28276,0.575646063,2000,,ARANBBZ11F50C4AABA,Albinoni,ARF88YF1187FB5C95D,Tomaso Giovanni Albinoni,ARDI1X71187B9AED85,Antonio Vivaldi
1870-1880,AR8KUJL1187FB46AD6,Franz Liszt,"Raiding, Austria",16.5303,47.5562,1823,1886,a13888f83f05b60b04c5ac5d34486b4afb8e0557.jpg,http://en.wikipedia.org/wiki/Franz_Liszt,0.622255,3803,romantic,classical,classical christmas,,,,,,,,,,0.646777,1585,0.410760754,102512,,ARWSRGX1187B9A00B5,Franz Schubert,ARPSZEW1187FB48350,Camille Saint-Saens,ARMCO231187FB36036,Johannes Brahms
1870-1880,AR8UYYT1187FB36431,Christoph Willibald Gluck,"Berching, Germany",11.4414,49.1069,1737,1787,ccf504aaea0388d64976b3dab0ab2e9f4f97b98d.jpg,http://www.myspace.com/christophwillibaldvongluck,0.611185,4550,baroque,classical christmas,classical period,classical,romantic,,,,,,,,0.564049,4893,0.462491468,36821,,AROO8NE1187FB49630,Luigi Boccherini,ARWEAFP12DA0D160D2,GLUCK,AR9HW5Q1187FB37C02,Giovanni Battista Pergolesi
1870-1880,ARPSAX91187B9940E1,Edvard Grieg,"Bergen, Norway",5.328,60.392,1858,1907,5a434b6894d4e48995866aa31fa4f726e5773fa5.jpg,http://www.mnc.net/norway/EHG.htm,0.610757,4586,classical,romantic,classical christmas,,,,,,,,,,0.636533,1834,0.410490055,103103,,ARPSZEW1187FB48350,Camille Saint-Saens,ARVE38S1187B98C8F4,Antonin Dvoak,ARKR2ZM1187FB48108,Bed?ich Smetana
1870-1880,AR8QG151187B9A0E57,Richard Strauss,"Munich, Germany",11.571,48.1345,1864,1949,44f3fc5c0d099b98b1539ef942d51c3cf895e316.jpg,http://www.richardstrauss.at/,0.608585,4764,romantic,classical,,,,,,,,,,,0.626202,2099,0.416372792,92818,,ARHN26L1187FB4D343,Gustav Mahler,ARLF4MK1187B9B40CC,Carl Maria von Weber,ARFJW6J1187FB400B1,Jean Sibelius
1870-1880,ARL1OBP1187B9B09E1,Gabriel Faure,"Pamiers, France",1.6108,43.1164,1866,1924,e98eb7c80d664016cf8e04f0ab66603e7037be56.jpg,http://www.last.fm/music/Gabriel+Faur%C3%A9,0.604143,5181,classical,romantic,,,,,,,,,,,0.612865,2551,0.422732027,83777,,ARJPFPC11F4C83D785,Gabriel Urbain Faure,ARHPAIA11F4C841DF4,Faure,ARPSZEW1187FB48350,Camille Saint-Saens
1880-1890,ARWCAKO1187FB38932,Wolfgang Amadeus Mozart,"Salzburg, Salzburg, AT",13.0477,47.7972,1764,1791,2e7d4f7373412a29da4fa6ae4732396168662f9f.jpg,http://en.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart,0.690829,1759,classical christmas,classical,romantic,classical period,,,,,,,,,0.726453,471,0.390536267,147774,,AR005TP1187B9B9A20,Amadeus Mozart,ARVFIOO1187FB39078,Johann Sebastian Bach,ARIGDQZ1187FB44FAB,Ludwig van Beethoven
1880-1890,AR5V9Y81187FB57DBA,Frederic Chopin,"Zelazowa Wola, Masovian, PL",103.7563,1.4764,1817,1849,0d17d03be762777bab45a3fdd9e9104ef9ad16cc.jpg,http://www.myspace.com/frederic_chopin,0.653217,2627,classical,romantic,classical christmas,,,,,,,,,,0.701149,724,0.389218055,151317,,ARSHZHP11F33DFFFFA,Chopin,ARPSAX91187B9940E1,Edvard Grieg,ARIGDQZ1187FB44FAB,Ludwig van Beethoven
1880-1890,ARHPMTT11E2835D684,Mormon Tabernacle Choir,"Salt Lake City, Utah",-111.891,40.7608,1847,2050,b519b746dd6b62f4b42a5881fd591c9e04b853b3.jpg,http://www.mormontabernaclechoir.org/,0.641852,2970,lds,christian christmas,,,,,,,,,,,0.483986,13204,0.546780793,3238,,ARGTEKB1187B9B7A65,Michael Mclean,ARKFUGK1187B9AC8EA,Kenneth Cope,AR4X76R1187FB42D41,Jenny Phillips
1880-1890,AROU14811C8A423BC1,Pyotr Ilyich Tchaikovsky,"Votkinsk, Udmurtia Republic, RU",53.9872,57.0486,1865,1893,0d779eb9b65a5f1351d6ecbd6a222dba7a74fbb6.jpg,http://en.wikipedia.org/wiki/Pyotr_Ilyich_Tchaikovsky,0.636617,3158,romantic,classical christmas,classical,,,,,,,,,,0.696797,767,0.382638678,168149,,ARVE38S1187B98C8F4,Antonin Dvoak,AROJANS11F4C83B4FC,Sergei Rachmaninoff,ARPSAX91187B9940E1,Edvard Grieg
1880-1890,ARZCCGX11F4C83D6DE,Tomaso Albinoni,"Venice, Italy",12.3309,45.4389,1694,1751,d13868304b903ced2371bc14d5e05240a43cf1c2.jpg,http://www.myspace.com/tomasoalbinoni,0.622895,3765,classical,baroque,romantic,,,,,,,,,,0.425689,28276,0.575646063,2000,,ARANBBZ11F50C4AABA,Albinoni,ARF88YF1187FB5C95D,Tomaso Giovanni Albinoni,ARDI1X71187B9AED85,Antonio Vivaldi
1880-1890,AR8KUJL1187FB46AD6,Franz Liszt,"Raiding, Austria",16.5303,47.5562,1823,1886,a13888f83f05b60b04c5ac5d34486b4afb8e0557.jpg,http://en.wikipedia.org/wiki/Franz_Liszt,0.622255,3803,romantic,classical,classical christmas,,,,,,,,,,0.646777,1585,0.410760754,102512,,ARWSRGX1187B9A00B5,Franz Schubert,ARPSZEW1187FB48350,Camille Saint-Saens,ARMCO231187FB36036,Johannes Brahms
1880-1890,AR8UYYT1187FB36431,Christoph Willibald Gluck,"Berching, Germany",11.4414,49.1069,1737,1787,ccf504aaea0388d64976b3dab0ab2e9f4f97b98d.jpg,http://www.myspace.com/christophwillibaldvongluck,0.611185,4550,baroque,classical christmas,classical period,classical,romantic,,,,,,,,0.564049,4893,0.462491468,36821,,AROO8NE1187FB49630,Luigi Boccherini,ARWEAFP12DA0D160D2,GLUCK,AR9HW5Q1187FB37C02,Giovanni Battista Pergolesi
1880-1890,ARPSAX91187B9940E1,Edvard Grieg,"Bergen, Norway",5.328,60.392,1858,1907,5a434b6894d4e48995866aa31fa4f726e5773fa5.jpg,http://www.mnc.net/norway/EHG.htm,0.610757,4586,classical,romantic,classical christmas,,,,,,,,,,0.636533,1834,0.410490055,103103,,ARPSZEW1187FB48350,Camille Saint-Saens,ARVE38S1187B98C8F4,Antonin Dvoak,ARKR2ZM1187FB48108,Bed?ich Smetana
1880-1890,AR8QG151187B9A0E57,Richard Strauss,"Munich, Germany",11.571,48.1345,1864,1949,44f3fc5c0d099b98b1539ef942d51c3cf895e316.jpg,http://www.richardstrauss.at/,0.608585,4764,romantic,classical,,,,,,,,,,,0.626202,2099,0.416372792,92818,,ARHN26L1187FB4D343,Gustav Mahler,ARLF4MK1187B9B40CC,Carl Maria von Weber,ARFJW6J1187FB400B1,Jean Sibelius
1880-1890,ARL1OBP1187B9B09E1,Gabriel Faure,"Pamiers, France",1.6108,43.1164,1866,1924,e98eb7c80d664016cf8e04f0ab66603e7037be56.jpg,http://www.last.fm/music/Gabriel+Faur%C3%A9,0.604143,5181,classical,romantic,,,,,,,,,,,0.612865,2551,0.422732027,83777,,ARJPFPC11F4C83D785,Gabriel Urbain Faure,ARHPAIA11F4C841DF4,Faure,ARPSZEW1187FB48350,Camille Saint-Saens
1890-1900,ARWCAKO1187FB38932,Wolfgang Amadeus Mozart,"New Orleans, LA, US",-89.9354,30.0533,1764,1791,2e7d4f7373412a29da4fa6ae4732396168662f9f.jpg,http://en.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart,0.690829,1759,classical christmas,classical,romantic,classical period,,,,,,,,,0.726453,471,0.390536267,147774,,AR005TP1187B9B9A20,Amadeus Mozart,ARVFIOO1187FB39078,Johann Sebastian Bach,ARIGDQZ1187FB44FAB,Ludwig van Beethoven
1890-1900,AR5V9Y81187FB57DBA,Frederic Chopin,"Salzburg, Salzburg, AT",13.0477,47.7972,1817,1849,0d17d03be762777bab45a3fdd9e9104ef9ad16cc.jpg,http://www.myspace.com/frederic_chopin,0.653217,2627,classical,romantic,classical christmas,,,,,,,,,,0.701149,724,0.389218055,151317,,ARSHZHP11F33DFFFFA,Chopin,ARPSAX91187B9940E1,Edvard Grieg,ARIGDQZ1187FB44FAB,Ludwig van Beethoven
1890-1900,ARHPMTT11E2835D684,Mormon Tabernacle Choir,"Zelazowa Wola, Masovian, PL",103.7563,1.4764,1847,2050,b519b746dd6b62f4b42a5881fd591c9e04b853b3.jpg,http://www.mormontabernaclechoir.org/,0.641852,2970,lds,christian christmas,,,,,,,,,,,0.483986,13204,0.546780793,3238,,ARGTEKB1187B9B7A65,Michael Mclean,ARKFUGK1187B9AC8EA,Kenneth Cope,AR4X76R1187FB42D41,Jenny Phillips
1890-1900,AROU14811C8A423BC1,Pyotr Ilyich Tchaikovsky,"Salt Lake City, Utah",-111.891,40.7608,1865,1893,0d779eb9b65a5f1351d6ecbd6a222dba7a74fbb6.jpg,http://en.wikipedia.org/wiki/Pyotr_Ilyich_Tchaikovsky,0.636617,3158,romantic,classical christmas,classical,,,,,,,,,,0.696797,767,0.382638678,168149,,ARVE38S1187B98C8F4,Antonin Dvoak,AROJANS11F4C83B4FC,Sergei Rachmaninoff,ARPSAX91187B9940E1,Edvard Grieg
1890-1900,AR5BFVK1187FB369A9,Erik Satie,Washington D.C. ,-77.0364,38.8951,1891,1925,8df0ab319da424e35faec8aefe42666ff71b960e.jpg,http://www.myspace.com/satieerik,0.624021,3710,minimal,classical,modern classical,romantic,,,,,,,,,0.653325,1455,0.407137513,110439,,AR3S3WU1187FB37BCD,Claude Debussy,AR6VPKS1187B9B1DD0,Maurice Ravel,ARPSZEW1187FB48350,Camille Saint-Saens
1890-1900,ARZCCGX11F4C83D6DE,Tomaso Albinoni,"Votkinsk, Udmurtia Republic, RU",53.9872,57.0486,1694,1751,d13868304b903ced2371bc14d5e05240a43cf1c2.jpg,http://www.myspace.com/tomasoalbinoni,0.622895,3765,classical,baroque,romantic,,,,,,,,,,0.425689,28276,0.575646063,2000,,ARANBBZ11F50C4AABA,Albinoni,ARF88YF1187FB5C95D,Tomaso Giovanni Albinoni,ARDI1X71187B9AED85,Antonio Vivaldi
1890-1900,AR8KUJL1187FB46AD6,Franz Liszt,"Honfleur, Lower Normandy, FR",0.2331,49.4189,1823,1886,a13888f83f05b60b04c5ac5d34486b4afb8e0557.jpg,http://en.wikipedia.org/wiki/Franz_Liszt,0.622255,3803,romantic,classical,classical christmas,,,,,,,,,,0.646777,1585,0.410760754,102512,,ARWSRGX1187B9A00B5,Franz Schubert,ARPSZEW1187FB48350,Camille Saint-Saens,ARMCO231187FB36036,Johannes Brahms
1890-1900,AR8UYYT1187FB36431,Christoph Willibald Gluck,"London, England",-81.276247,42.98876,1737,1787,ccf504aaea0388d64976b3dab0ab2e9f4f97b98d.jpg,http://www.myspace.com/christophwillibaldvongluck,0.611185,4550,baroque,classical christmas,classical period,classical,romantic,,,,,,,,0.564049,4893,0.462491468,36821,,AROO8NE1187FB49630,Luigi Boccherini,ARWEAFP12DA0D160D2,GLUCK,AR9HW5Q1187FB37C02,Giovanni Battista Pergolesi
1890-1900,ARPSAX91187B9940E1,Edvard Grieg,"Venice, Italy",12.3309,45.4389,1858,1907,5a434b6894d4e48995866aa31fa4f726e5773fa5.jpg,http://www.mnc.net/norway/EHG.htm,0.610757,4586,classical,romantic,classical christmas,,,,,,,,,,0.636533,1834,0.410490055,103103,,ARPSZEW1187FB48350,Camille Saint-Saens,ARVE38S1187B98C8F4,Antonin Dvoak,ARKR2ZM1187FB48108,Bed?ich Smetana
1890-1900,AR8QG151187B9A0E57,Richard Strauss,"Raiding, Austria",16.5303,47.5562,1864,1949,44f3fc5c0d099b98b1539ef942d51c3cf895e316.jpg,http://www.richardstrauss.at/,0.608585,4764,romantic,classical,,,,,,,,,,,0.626202,2099,0.416372792,92818,,ARHN26L1187FB4D343,Gustav Mahler,ARLF4MK1187B9B40CC,Carl Maria von Weber,ARFJW6J1187FB400B1,Jean Sibelius
1900-1910,ARWCAKO1187FB38932,Wolfgang Amadeus Mozart,"Salzburg, Salzburg, AT",13.0477,47.7972,1764,1791,2e7d4f7373412a29da4fa6ae4732396168662f9f.jpg,http://en.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart,0.690829,1759,classical christmas,classical,romantic,classical period,,,,,,,,,0.726453,471,0.390536267,147774,,AR005TP1187B9B9A20,Amadeus Mozart,ARVFIOO1187FB39078,Johann Sebastian Bach,ARIGDQZ1187FB44FAB,Ludwig van Beethoven
1900-1910,AR5V9Y81187FB57DBA,Frederic Chopin,"Zelazowa Wola, Masovian, PL",103.7563,1.4764,1817,1849,0d17d03be762777bab45a3fdd9e9104ef9ad16cc.jpg,http://www.myspace.com/frederic_chopin,0.653217,2627,classical,romantic,classical christmas,,,,,,,,,,0.701149,724,0.389218055,151317,,ARSHZHP11F33DFFFFA,Chopin,ARPSAX91187B9940E1,Edvard Grieg,ARIGDQZ1187FB44FAB,Ludwig van Beethoven
1900-1910,ARHPMTT11E2835D684,Mormon Tabernacle Choir,"Salt Lake City, Utah",-111.891,40.7608,1847,2050,b519b746dd6b62f4b42a5881fd591c9e04b853b3.jpg,http://www.mormontabernaclechoir.org/,0.641852,2970,lds,christian christmas,,,,,,,,,,,0.483986,13204,0.546780793,3238,,ARGTEKB1187B9B7A65,Michael Mclean,ARKFUGK1187B9AC8EA,Kenneth Cope,AR4X76R1187FB42D41,Jenny Phillips
1900-1910,AROU14811C8A423BC1,Pyotr Ilyich Tchaikovsky,"Votkinsk, Udmurtia Republic, RU",53.9872,57.0486,1865,1893,0d779eb9b65a5f1351d6ecbd6a222dba7a74fbb6.jpg,http://en.wikipedia.org/wiki/Pyotr_Ilyich_Tchaikovsky,0.636617,3158,romantic,classical christmas,classical,,,,,,,,,,0.696797,767,0.382638678,168149,,ARVE38S1187B98C8F4,Antonin Dvoak,AROJANS11F4C83B4FC,Sergei Rachmaninoff,ARPSAX91187B9940E1,Edvard Grieg
1900-1910,AR5BFVK1187FB369A9,Erik Satie,"Honfleur, Lower Normandy, FR",0.2331,49.4189,1891,1925,8df0ab319da424e35faec8aefe42666ff71b960e.jpg,http://www.myspace.com/satieerik,0.624021,3710,minimal,classical,modern classical,romantic,,,,,,,,,0.653325,1455,0.407137513,110439,,AR3S3WU1187FB37BCD,Claude Debussy,AR6VPKS1187B9B1DD0,Maurice Ravel,ARPSZEW1187FB48350,Camille Saint-Saens
1900-1910,ARB4A7P1187FB57487,London Symphony Orchestra,"Venice, Italy",12.3309,45.4389,1904,2050,e942c74e74a5cd145ff9365aa05be33f1581a694.jpg,http://lso.co.uk,0.623345,3745,minimal,classical,modern classical,romantic,,,,,,,,,0.602649,2939,0.443592353,57242,,ARRKHGI11F4C83B639,Royal Philharmonic Orchestra,ARNTQYY11F4C847F41,Berlin Philharmonic,ARVZQ761187FB3A889,Berliner Philharmoniker
1900-1910,ARZCCGX11F4C83D6DE,Tomaso Albinoni,"Raiding, Austria",16.5303,47.5562,1694,1751,d13868304b903ced2371bc14d5e05240a43cf1c2.jpg,http://www.myspace.com/tomasoalbinoni,0.622895,3765,classical,baroque,romantic,,,,,,,,,,0.425689,28276,0.575646063,2000,,ARANBBZ11F50C4AABA,Albinoni,ARF88YF1187FB5C95D,Tomaso Giovanni Albinoni,ARDI1X71187B9AED85,Antonio Vivaldi
1900-1910,AR8KUJL1187FB46AD6,Franz Liszt,"Berching, Germany",11.4414,49.1069,1823,1886,a13888f83f05b60b04c5ac5d34486b4afb8e0557.jpg,http://en.wikipedia.org/wiki/Franz_Liszt,0.622255,3803,romantic,classical,classical christmas,,,,,,,,,,0.646777,1585,0.410760754,102512,,ARWSRGX1187B9A00B5,Franz Schubert,ARPSZEW1187FB48350,Camille Saint-Saens,ARMCO231187FB36036,Johannes Brahms
1900-1910,AR40VWF1187FB3AD7F,Fred Astaire,"Bergen, Norway",5.328,60.392,1904,1981,aa8e4e98b59a13705e22118c565675307f0fa30b.jpg,http://en.wikipedia.org/wiki/Fred_Astaire,0.620511,3895,tin pan alley,adult standards,christmas,cabaret,lounge,vocal jazz,,,,,,,0.635922,1854,0.417488804,91122,,ARKRRKM138F8A09188,Judy Garland,ARMDKIJ1187FB3BB7F,Judy Garland and Liza Minnelli,ARRL2QH1187B9AC814,Bing Crosby
